protein_id,degree,organism
XP_4547321.1,2,Homo sapiens
YP_3006405.1,6,Homo sapiens
RP_5966645.1,5,Homo sapiens
ZP_8169552.1,2,Homo sapiens
WP_2570856.1,6,Homo sapiens
ZP_3239782.1,0,Homo sapiens
RP_1750224.1,6,Homo sapiens
RP_2330653.1,4,Homo sapiens
RP_684942.1,4,Homo sapiens
RP_1520654.1,10,Homo sapiens
WP_8455425.1,5,Homo sapiens
RP_8837456.1,3,Homo sapiens
ZP_1581177.1,6,Homo sapiens
YP_4092942.1,5,Homo sapiens
AP_4760110.1,6,Homo sapiens
WP_6014063.1,5,Homo sapiens
XP_8098883.1,2,Homo sapiens
WP_8061813.1,7,Homo sapiens
YP_5218805.1,10,Homo sapiens
NP_3172753.1,3,Homo sapiens
RP_4726043.1,7,Homo sapiens
YP_7727339.1,4,Homo sapiens
RP_1450339.1,8,Homo sapiens
RP_3834942.1,6,Homo sapiens
NP_9745910.1,2,Homo sapiens
XP_3950404.1,3,Homo sapiens
AP_7892590.1,6,Homo sapiens
YP_2921105.1,4,Homo sapiens
AP_1026109.1,8,Homo sapiens
AP_5555249.1,10,Homo sapiens
XP_808669.1,1,Homo sapiens
ZP_4327939.1,4,Homo sapiens
ZP_2696882.1,7,Homo sapiens
AP_9495499.1,1,Homo sapiens
RP_7533976.1,3,Homo sapiens
ZP_4750100.1,16,Homo sapiens
ZP_3761306.1,2,Homo sapiens
NP_1097057.1,6,Homo sapiens
AP_3774153.1,9,Homo sapiens
YP_7403398.1,8,Homo sapiens
AP_4470297.1,2,Homo sapiens
NP_3718313.1,3,Homo sapiens
XP_1484410.1,3,Homo sapiens
ZP_8774708.1,5,Homo sapiens
YP_7430395.1,3,Homo sapiens
YP_2569606.1,6,Homo sapiens
XP_3139316.1,2,Homo sapiens
XP_1385844.1,5,Homo sapiens
YP_887600.1,3,Homo sapiens
AP_7061848.1,2,Homo sapiens
XP_1585619.1,7,Homo sapiens
AP_9688007.1,1,Homo sapiens
XP_222026.1,2,Homo sapiens
RP_5222194.1,3,Homo sapiens
ZP_835053.1,1,Homo sapiens
YP_8800349.1,5,Homo sapiens
AP_1758800.1,3,Homo sapiens
ZP_1907737.1,5,Homo sapiens
ZP_8019710.1,3,Homo sapiens
XP_244454.1,2,Homo sapiens
NP_7781556.1,5,Homo sapiens
ZP_4937502.1,3,Homo sapiens
XP_5024374.1,3,Homo sapiens
ZP_1945733.1,2,Homo sapiens
XP_8005435.1,4,Homo sapiens
AP_9502999.1,9,Homo sapiens
AP_7421105.1,2,Homo sapiens
RP_5684581.1,6,Homo sapiens
YP_7249148.1,4,Homo sapiens
WP_8562176.1,8,Homo sapiens
YP_7356300.1,11,Homo sapiens
WP_1299529.1,6,Homo sapiens
AP_7152514.1,3,Homo sapiens
YP_9717959.1,4,Homo sapiens
WP_8960286.1,8,Homo sapiens
AP_6117004.1,2,Homo sapiens
RP_597619.1,3,Homo sapiens
ZP_9040203.1,3,Homo sapiens
AP_7464534.1,0,Homo sapiens
RP_9911141.1,4,Homo sapiens
WP_3958804.1,5,Homo sapiens
AP_5312360.1,2,Homo sapiens
YP_1028252.1,4,Homo sapiens
NP_700338.1,5,Homo sapiens
WP_174231.1,4,Homo sapiens
RP_5646686.1,5,Homo sapiens
NP_4245466.1,3,Homo sapiens
ZP_2693050.1,2,Homo sapiens
RP_3213534.1,4,Homo sapiens
XP_6553859.1,5,Homo sapiens
WP_9568740.1,6,Homo sapiens
RP_9005808.1,2,Homo sapiens
RP_5224524.1,5,Homo sapiens
ZP_3939973.1,6,Homo sapiens
YP_7636324.1,3,Homo sapiens
XP_9717611.1,5,Homo sapiens
ZP_7328119.1,4,Homo sapiens
AP_3100264.1,4,Homo sapiens
ZP_3614674.1,6,Homo sapiens
XP_3173961.1,5,Homo sapiens
YP_248178.1,7,Homo sapiens
ZP_2308977.1,13,Homo sapiens
YP_1317309.1,4,Homo sapiens
WP_8444854.1,9,Homo sapiens
YP_5232928.1,9,Homo sapiens
RP_6974399.1,4,Homo sapiens
ZP_5960616.1,6,Homo sapiens
RP_4992571.1,3,Homo sapiens
ZP_4591260.1,2,Homo sapiens
WP_9850229.1,7,Homo sapiens
WP_9659250.1,4,Homo sapiens
AP_6048491.1,5,Homo sapiens
ZP_136160.1,2,Homo sapiens
AP_7516240.1,4,Homo sapiens
AP_2662688.1,3,Homo sapiens
NP_5574106.1,7,Homo sapiens
XP_5014005.1,6,Homo sapiens
NP_4599311.1,2,Homo sapiens
XP_6456895.1,9,Homo sapiens
WP_745649.1,4,Homo sapiens
WP_6225488.1,4,Homo sapiens
AP_8518385.1,2,Homo sapiens
ZP_3927271.1,5,Homo sapiens
XP_298110.1,3,Homo sapiens
XP_4179430.1,6,Homo sapiens
ZP_3832517.1,8,Homo sapiens
WP_7864461.1,9,Homo sapiens
RP_8436562.1,9,Homo sapiens
WP_6705188.1,7,Homo sapiens
XP_1799547.1,5,Homo sapiens
XP_4500131.1,8,Homo sapiens
RP_7738483.1,3,Homo sapiens
YP_9950267.1,6,Homo sapiens
ZP_2150241.1,9,Homo sapiens
WP_5034349.1,4,Homo sapiens
XP_5026622.1,1,Homo sapiens
RP_9111603.1,4,Homo sapiens
AP_3862853.1,3,Homo sapiens
RP_6284398.1,1,Homo sapiens
YP_8306336.1,2,Homo sapiens
RP_4561918.1,4,Homo sapiens
ZP_1908516.1,8,Homo sapiens
ZP_3757905.1,2,Homo sapiens
NP_3861509.1,4,Homo sapiens
ZP_9755179.1,6,Homo sapiens
RP_4210993.1,3,Homo sapiens
NP_1817355.1,10,Homo sapiens
NP_5148336.1,8,Homo sapiens
ZP_6948829.1,3,Homo sapiens
YP_5000318.1,4,Homo sapiens
WP_8070043.1,7,Homo sapiens
WP_4785942.1,5,Homo sapiens
NP_6949221.1,6,Homo sapiens
NP_9172684.1,4,Homo sapiens
NP_4068178.1,3,Homo sapiens
XP_3909697.1,3,Homo sapiens
ZP_9951205.1,4,Homo sapiens
NP_4717631.1,3,Homo sapiens
WP_1499298.1,8,Homo sapiens
XP_5957109.1,5,Homo sapiens
NP_7976146.1,8,Homo sapiens
WP_813391.1,3,Homo sapiens
YP_437164.1,10,Homo sapiens
NP_2863779.1,4,Homo sapiens
NP_2958214.1,7,Homo sapiens
YP_7019219.1,6,Homo sapiens
XP_4343780.1,5,Homo sapiens
NP_5781868.1,2,Homo sapiens
WP_1355959.1,3,Homo sapiens
XP_2213687.1,4,Homo sapiens
WP_1719426.1,7,Homo sapiens
WP_7105351.1,4,Homo sapiens
XP_5123198.1,3,Homo sapiens
ZP_1749959.1,3,Homo sapiens
AP_2288077.1,5,Homo sapiens
XP_3869484.1,2,Homo sapiens
WP_1535367.1,3,Homo sapiens
YP_3346849.1,0,Homo sapiens
YP_1705196.1,1,Homo sapiens
ZP_5487059.1,2,Homo sapiens
ZP_8566602.1,4,Homo sapiens
WP_2764921.1,1,Homo sapiens
XP_1534730.1,0,Homo sapiens
RP_4171650.1,6,Homo sapiens
ZP_4454489.1,4,Homo sapiens
ZP_2058615.1,3,Homo sapiens
AP_6602483.1,4,Homo sapiens
RP_7801516.1,7,Homo sapiens
YP_9384276.1,8,Homo sapiens
AP_1418155.1,11,Homo sapiens
AP_4549399.1,4,Homo sapiens
NP_581632.1,0,Homo sapiens
YP_7823047.1,3,Homo sapiens
XP_8098799.1,5,Homo sapiens
AP_9018562.1,3,Homo sapiens
WP_7596196.1,4,Homo sapiens
NP_5204138.1,5,Homo sapiens
XP_9900518.1,5,Homo sapiens
AP_126505.1,6,Homo sapiens
NP_1750375.1,6,Homo sapiens
RP_312204.1,1,Homo sapiens
RP_7150305.1,2,Homo sapiens
XP_9016776.1,3,Homo sapiens
RP_1073215.1,8,Homo sapiens
ZP_8425857.1,7,Homo sapiens
NP_3784815.1,4,Homo sapiens
YP_2126182.1,7,Homo sapiens
RP_8537392.1,2,Homo sapiens
AP_2310186.1,9,Homo sapiens
XP_2631196.1,1,Homo sapiens
RP_3300090.1,4,Homo sapiens
XP_4475717.1,3,Homo sapiens
NP_5707423.1,2,Homo sapiens
XP_3040504.1,7,Homo sapiens
RP_9950716.1,2,Homo sapiens
AP_8157907.1,9,Homo sapiens
YP_5821877.1,5,Homo sapiens
NP_5956494.1,4,Homo sapiens
AP_9739077.1,1,Homo sapiens
XP_6202493.1,16,Homo sapiens
WP_2693449.1,4,Homo sapiens
WP_1118543.1,4,Homo sapiens
ZP_8873713.1,3,Homo sapiens
RP_7204527.1,3,Homo sapiens
XP_4327234.1,5,Homo sapiens
NP_9237819.1,2,Homo sapiens
NP_3731453.1,6,Homo sapiens
AP_6624367.1,2,Homo sapiens
WP_2285028.1,2,Homo sapiens
RP_9026299.1,5,Homo sapiens
AP_872838.1,7,Homo sapiens
AP_577843.1,2,Homo sapiens
AP_4652538.1,7,Homo sapiens
XP_1925260.1,3,Homo sapiens
WP_4875833.1,3,Homo sapiens
RP_4287694.1,7,Homo sapiens
AP_3199834.1,6,Homo sapiens
XP_6871158.1,6,Homo sapiens
ZP_4399489.1,5,Homo sapiens
AP_3540863.1,1,Homo sapiens
NP_8086322.1,5,Homo sapiens
YP_7235580.1,8,Homo sapiens
XP_4902738.1,7,Homo sapiens
RP_6879651.1,2,Homo sapiens
XP_7971490.1,5,Homo sapiens
AP_4329491.1,8,Homo sapiens
WP_5283584.1,6,Homo sapiens
XP_6011993.1,3,Homo sapiens
WP_1618560.1,6,Homo sapiens
AP_7169222.1,3,Homo sapiens
RP_641797.1,2,Homo sapiens
XP_9180897.1,5,Homo sapiens
WP_8405827.1,3,Homo sapiens
WP_5536526.1,6,Homo sapiens
NP_1896218.1,8,Homo sapiens
YP_652226.1,5,Homo sapiens
RP_5198907.1,8,Homo sapiens
RP_9769504.1,1,Homo sapiens
YP_7807690.1,5,Homo sapiens
XP_3903074.1,3,Homo sapiens
RP_9426801.1,9,Homo sapiens
XP_9894027.1,3,Homo sapiens
AP_3607145.1,1,Homo sapiens
AP_4882337.1,5,Homo sapiens
NP_1280859.1,5,Homo sapiens
XP_6833214.1,2,Homo sapiens
NP_7541521.1,4,Homo sapiens
ZP_8177813.1,5,Homo sapiens
AP_9950350.1,6,Homo sapiens
XP_3041616.1,6,Homo sapiens
WP_5704297.1,5,Homo sapiens
AP_2178937.1,6,Homo sapiens
AP_9015948.1,12,Homo sapiens
NP_2155397.1,4,Homo sapiens
RP_1179037.1,10,Homo sapiens
RP_4251951.1,7,Homo sapiens
YP_955695.1,5,Homo sapiens
AP_3931854.1,8,Homo sapiens
RP_690348.1,7,Homo sapiens
RP_7795082.1,2,Homo sapiens
AP_9397729.1,4,Homo sapiens
XP_4166981.1,4,Homo sapiens
NP_2283525.1,4,Homo sapiens
XP_793464.1,2,Homo sapiens
WP_1677415.1,3,Homo sapiens
YP_4768223.1,4,Homo sapiens
XP_1458356.1,5,Homo sapiens
WP_9304725.1,7,Homo sapiens
RP_6742516.1,3,Homo sapiens
ZP_9998247.1,4,Homo sapiens
NP_1323981.1,6,Homo sapiens
RP_2258344.1,4,Homo sapiens
RP_935165.1,4,Homo sapiens
NP_1834428.1,3,Homo sapiens
XP_3244787.1,9,Homo sapiens
AP_2912789.1,1,Homo sapiens
AP_8092726.1,8,Homo sapiens
YP_2266503.1,8,Homo sapiens
AP_8145391.1,5,Homo sapiens
XP_9246779.1,8,Homo sapiens
XP_9656340.1,4,Homo sapiens
YP_9979032.1,9,Homo sapiens
YP_3430263.1,4,Homo sapiens
AP_3765842.1,8,Homo sapiens
YP_2891338.1,1,Homo sapiens
ZP_3437031.1,7,Homo sapiens
RP_8334025.1,3,Homo sapiens
ZP_4868026.1,4,Homo sapiens
NP_4183501.1,4,Homo sapiens
NP_1880248.1,4,Homo sapiens
YP_7809824.1,4,Homo sapiens
RP_4895817.1,3,Homo sapiens
ZP_879957.1,2,Homo sapiens
AP_1607394.1,5,Homo sapiens
XP_2812188.1,2,Homo sapiens
NP_4813797.1,8,Homo sapiens
AP_1010913.1,1,Homo sapiens
NP_753817.1,5,Homo sapiens
NP_2681505.1,5,Homo sapiens
ZP_4208949.1,3,Homo sapiens
AP_4976691.1,5,Homo sapiens
RP_4774071.1,1,Homo sapiens
ZP_7238512.1,6,Homo sapiens
WP_4136480.1,5,Homo sapiens
AP_9435411.1,3,Homo sapiens
AP_7263357.1,4,Homo sapiens
YP_5609165.1,6,Homo sapiens
RP_568298.1,1,Homo sapiens
XP_670303.1,3,Homo sapiens
ZP_5270988.1,2,Homo sapiens
NP_3436640.1,6,Homo sapiens
RP_5100738.1,3,Homo sapiens
ZP_7095919.1,3,Homo sapiens
WP_6098544.1,5,Homo sapiens
WP_2442094.1,5,Homo sapiens
RP_2945376.1,7,Homo sapiens
RP_5336441.1,4,Homo sapiens
WP_6442211.1,9,Homo sapiens
WP_9690596.1,1,Homo sapiens
WP_5931052.1,6,Homo sapiens
NP_8039174.1,6,Homo sapiens
YP_3354449.1,4,Homo sapiens
RP_4407910.1,5,Homo sapiens
WP_3422918.1,0,Homo sapiens
WP_5035371.1,6,Homo sapiens
RP_5616825.1,3,Homo sapiens
YP_8314372.1,7,Homo sapiens
RP_3259016.1,3,Homo sapiens
RP_3453030.1,3,Homo sapiens
ZP_1738004.1,5,Homo sapiens
ZP_4561595.1,5,Homo sapiens
AP_3560096.1,3,Homo sapiens
ZP_3546839.1,4,Homo sapiens
WP_8267197.1,1,Homo sapiens
XP_1661014.1,6,Homo sapiens
YP_4689369.1,7,Homo sapiens
WP_7631844.1,3,Homo sapiens
WP_6173877.1,2,Homo sapiens
WP_8133651.1,5,Homo sapiens
AP_8748035.1,2,Homo sapiens
ZP_3731171.1,7,Homo sapiens
ZP_5076820.1,2,Homo sapiens
NP_9202869.1,2,Homo sapiens
NP_5868212.1,5,Homo sapiens
ZP_124363.1,6,Homo sapiens
RP_8883406.1,3,Homo sapiens
RP_5278652.1,5,Homo sapiens
XP_1485049.1,9,Homo sapiens
AP_5667248.1,5,Homo sapiens
ZP_1645288.1,6,Homo sapiens
RP_8282320.1,7,Homo sapiens
AP_1695123.1,4,Homo sapiens
XP_9437741.1,6,Homo sapiens
WP_8939008.1,4,Homo sapiens
WP_6230158.1,4,Homo sapiens
WP_7319155.1,3,Homo sapiens
NP_6801810.1,4,Homo sapiens
YP_7093018.1,1,Homo sapiens
AP_3110129.1,8,Homo sapiens
ZP_7526187.1,3,Homo sapiens
AP_2055206.1,2,Homo sapiens
XP_1238422.1,4,Homo sapiens
ZP_7732738.1,6,Homo sapiens
AP_1864688.1,2,Homo sapiens
NP_339647.1,6,Homo sapiens
NP_4614153.1,2,Homo sapiens
YP_6198915.1,1,Homo sapiens
ZP_3042609.1,2,Homo sapiens
YP_8258781.1,5,Homo sapiens
YP_1672732.1,1,Homo sapiens
NP_9998445.1,3,Homo sapiens
YP_2840855.1,2,Homo sapiens
NP_3440444.1,2,Homo sapiens
RP_1480188.1,7,Homo sapiens
ZP_7630577.1,7,Homo sapiens
NP_6823000.1,7,Homo sapiens
YP_2918767.1,3,Homo sapiens
WP_5964049.1,2,Homo sapiens
XP_9058825.1,2,Homo sapiens
XP_5631052.1,7,Homo sapiens
NP_524190.1,2,Homo sapiens
ZP_3572696.1,5,Homo sapiens
XP_2697979.1,4,Homo sapiens
ZP_7624132.1,8,Homo sapiens
ZP_2204417.1,5,Homo sapiens
ZP_5549604.1,3,Homo sapiens
XP_998628.1,4,Homo sapiens
RP_2496716.1,10,Homo sapiens
YP_9558242.1,4,Homo sapiens
XP_9834257.1,4,Homo sapiens
ZP_2157244.1,9,Homo sapiens
WP_2807929.1,2,Homo sapiens
YP_4372513.1,1,Homo sapiens
XP_4225186.1,2,Homo sapiens
XP_9112760.1,3,Homo sapiens
WP_7838667.1,7,Homo sapiens
WP_2404310.1,2,Homo sapiens
RP_1076264.1,4,Homo sapiens
NP_8423880.1,6,Homo sapiens
ZP_4028094.1,4,Homo sapiens
ZP_5895886.1,3,Homo sapiens
NP_6631423.1,3,Homo sapiens
NP_5285356.1,2,Homo sapiens
XP_2565849.1,4,Homo sapiens
NP_6767051.1,4,Homo sapiens
NP_6130079.1,4,Homo sapiens
WP_6247454.1,4,Homo sapiens
YP_2605700.1,6,Homo sapiens
XP_1749734.1,7,Homo sapiens
RP_9399397.1,2,Homo sapiens
XP_661548.1,4,Homo sapiens
WP_8163001.1,7,Homo sapiens
YP_4479845.1,8,Homo sapiens
WP_7250265.1,4,Homo sapiens
YP_4862315.1,2,Homo sapiens
YP_568451.1,4,Homo sapiens
NP_4877830.1,3,Homo sapiens
NP_8999217.1,4,Homo sapiens
AP_7704323.1,1,Homo sapiens
ZP_4594893.1,7,Homo sapiens
ZP_9119066.1,2,Homo sapiens
XP_2544913.1,2,Homo sapiens
WP_7231390.1,3,Homo sapiens
AP_3909821.1,6,Homo sapiens
NP_8917518.1,2,Homo sapiens
YP_4137746.1,2,Homo sapiens
ZP_2283448.1,8,Homo sapiens
WP_2349476.1,8,Homo sapiens
WP_2859374.1,4,Homo sapiens
WP_3563894.1,3,Homo sapiens
WP_1996999.1,7,Homo sapiens
NP_7397050.1,4,Homo sapiens
XP_7471858.1,4,Homo sapiens
NP_2437180.1,7,Homo sapiens
RP_1500507.1,4,Homo sapiens
YP_4335040.1,4,Homo sapiens
WP_7618162.1,3,Homo sapiens
YP_7776431.1,0,Homo sapiens
RP_488742.1,4,Homo sapiens
NP_9131519.1,2,Homo sapiens
ZP_776935.1,2,Homo sapiens
AP_7893604.1,4,Homo sapiens
YP_6822841.1,5,Homo sapiens
AP_2195637.1,7,Homo sapiens
RP_7943227.1,2,Homo sapiens
YP_9444618.1,4,Homo sapiens
RP_9231872.1,2,Homo sapiens
WP_8369841.1,9,Homo sapiens
NP_4568852.1,5,Homo sapiens
XP_6849977.1,1,Homo sapiens
AP_519503.1,5,Homo sapiens
YP_7686544.1,4,Homo sapiens
XP_8418849.1,3,Homo sapiens
YP_7708965.1,3,Homo sapiens
XP_9158353.1,5,Homo sapiens
XP_3311369.1,5,Homo sapiens
NP_1379898.1,3,Homo sapiens
YP_871143.1,3,Homo sapiens
ZP_4006377.1,8,Homo sapiens
YP_1561433.1,6,Homo sapiens
XP_9814933.1,5,Homo sapiens
XP_7853638.1,4,Homo sapiens
ZP_1676845.1,4,Homo sapiens
XP_1088722.1,3,Homo sapiens
RP_3627110.1,8,Homo sapiens
NP_1165560.1,3,Homo sapiens
AP_7289204.1,0,Homo sapiens
YP_8449065.1,6,Homo sapiens
AP_7034198.1,7,Homo sapiens
WP_191656.1,3,Homo sapiens
RP_453153.1,7,Homo sapiens
YP_3553708.1,5,Homo sapiens
NP_4201153.1,7,Homo sapiens
WP_7174533.1,9,Homo sapiens
WP_9470622.1,2,Homo sapiens
NP_962839.1,7,Homo sapiens
WP_1164367.1,1,Homo sapiens
YP_334898.1,6,Homo sapiens
WP_775025.1,3,Homo sapiens
RP_7636968.1,7,Homo sapiens
ZP_5577835.1,3,Homo sapiens
AP_1705752.1,5,Homo sapiens
XP_907040.1,8,Homo sapiens
WP_4232443.1,5,Homo sapiens
RP_8020337.1,2,Homo sapiens
ZP_2254828.1,6,Homo sapiens
YP_5393348.1,6,Homo sapiens
AP_2884975.1,9,Homo sapiens
WP_8940597.1,6,Homo sapiens
ZP_4959382.1,6,Homo sapiens
NP_5012301.1,5,Homo sapiens
AP_3177026.1,2,Homo sapiens
XP_4270555.1,3,Homo sapiens
RP_616394.1,15,Homo sapiens
NP_9008720.1,6,Homo sapiens
WP_8190433.1,3,Homo sapiens
XP_5344786.1,3,Homo sapiens
NP_7297177.1,5,Homo sapiens
XP_1229775.1,4,Homo sapiens
YP_2296916.1,4,Homo sapiens
WP_1270933.1,3,Homo sapiens
NP_2618929.1,5,Homo sapiens
YP_959734.1,5,Homo sapiens
AP_8342580.1,4,Homo sapiens
WP_8004617.1,8,Homo sapiens
WP_1013605.1,2,Homo sapiens
RP_9999007.1,6,Homo sapiens
ZP_2132656.1,3,Homo sapiens
RP_7321626.1,2,Homo sapiens
NP_3389986.1,4,Homo sapiens
ZP_5298054.1,5,Homo sapiens
ZP_9804385.1,5,Homo sapiens
XP_1954165.1,4,Homo sapiens
RP_477224.1,6,Homo sapiens
AP_4553722.1,6,Homo sapiens
YP_8723041.1,4,Homo sapiens
RP_6859072.1,2,Homo sapiens
RP_2757885.1,6,Homo sapiens
XP_5872964.1,10,Homo sapiens
WP_5744219.1,4,Homo sapiens
RP_9960225.1,3,Homo sapiens
YP_8194566.1,5,Homo sapiens
AP_7963353.1,2,Homo sapiens
AP_921939.1,4,Homo sapiens
AP_3737588.1,7,Homo sapiens
AP_7570396.1,7,Homo sapiens
XP_3714705.1,3,Homo sapiens
YP_4032613.1,1,Homo sapiens
YP_4155032.1,4,Homo sapiens
WP_5981344.1,4,Homo sapiens
WP_2529700.1,8,Homo sapiens
AP_9110066.1,3,Homo sapiens
ZP_4196920.1,5,Homo sapiens
YP_6115346.1,4,Homo sapiens
WP_3601661.1,0,Homo sapiens
AP_7972277.1,8,Homo sapiens
RP_498008.1,7,Homo sapiens
RP_9812565.1,2,Homo sapiens
WP_5293595.1,7,Homo sapiens
AP_3649651.1,4,Homo sapiens
RP_7967863.1,4,Homo sapiens
XP_5902199.1,6,Homo sapiens
NP_5670771.1,2,Homo sapiens
ZP_165867.1,6,Homo sapiens
AP_7497228.1,10,Homo sapiens
NP_3041478.1,8,Homo sapiens
YP_6892109.1,6,Homo sapiens
XP_4295031.1,4,Homo sapiens
RP_9507659.1,4,Homo sapiens
YP_1514119.1,3,Homo sapiens
NP_1368182.1,4,Homo sapiens
NP_8879340.1,2,Homo sapiens
ZP_2670746.1,5,Homo sapiens
NP_6294702.1,13,Homo sapiens
ZP_3220452.1,5,Homo sapiens
XP_6247401.1,5,Homo sapiens
NP_7838672.1,4,Homo sapiens
NP_6715492.1,7,Homo sapiens
ZP_418774.1,7,Homo sapiens
WP_3123871.1,4,Homo sapiens
NP_4949617.1,4,Homo sapiens
AP_4633910.1,4,Homo sapiens
AP_1507757.1,0,Homo sapiens
RP_9693264.1,4,Homo sapiens
YP_9227064.1,3,Homo sapiens
AP_8209334.1,2,Homo sapiens
YP_9171594.1,2,Homo sapiens
YP_2388013.1,3,Homo sapiens
AP_2448818.1,3,Homo sapiens
AP_3515398.1,6,Homo sapiens
AP_3444849.1,2,Homo sapiens
RP_3301824.1,4,Homo sapiens
RP_5151921.1,4,Homo sapiens
YP_5548608.1,4,Homo sapiens
AP_340346.1,5,Homo sapiens
XP_4336258.1,1,Homo sapiens
AP_1896641.1,6,Homo sapiens
ZP_5907811.1,5,Homo sapiens
NP_2521961.1,7,Homo sapiens
AP_3523754.1,3,Homo sapiens
WP_4758575.1,5,Homo sapiens
NP_8853373.1,2,Homo sapiens
RP_112879.1,2,Homo sapiens
RP_4995737.1,4,Homo sapiens
XP_4782251.1,4,Homo sapiens
WP_8648080.1,2,Homo sapiens
AP_2995537.1,5,Homo sapiens
WP_3400335.1,2,Homo sapiens
YP_3713983.1,6,Homo sapiens
YP_6210341.1,2,Homo sapiens
WP_7434291.1,6,Homo sapiens
YP_9827579.1,2,Homo sapiens
AP_7051740.1,3,Homo sapiens
XP_4241314.1,6,Homo sapiens
ZP_4110086.1,5,Homo sapiens
YP_582870.1,3,Homo sapiens
YP_8063845.1,5,Homo sapiens
AP_6091342.1,9,Homo sapiens
RP_7284620.1,5,Homo sapiens
NP_8235800.1,4,Homo sapiens
XP_4252109.1,3,Homo sapiens
RP_217369.1,4,Homo sapiens
RP_6480858.1,2,Homo sapiens
RP_2450876.1,6,Homo sapiens
NP_8269183.1,4,Homo sapiens
YP_3719047.1,2,Homo sapiens
ZP_2967695.1,1,Homo sapiens
AP_5447006.1,1,Homo sapiens
XP_1750522.1,7,Homo sapiens
YP_5342042.1,1,Homo sapiens
ZP_8071153.1,3,Homo sapiens
XP_1007153.1,3,Homo sapiens
AP_5924648.1,5,Homo sapiens
ZP_2023298.1,5,Homo sapiens
ZP_9010005.1,6,Homo sapiens
NP_3210997.1,6,Homo sapiens
WP_1666772.1,10,Homo sapiens
ZP_152066.1,4,Homo sapiens
WP_5359018.1,5,Homo sapiens
RP_8747088.1,9,Homo sapiens
RP_8318723.1,3,Homo sapiens
XP_8151090.1,3,Homo sapiens
ZP_9499822.1,1,Homo sapiens
RP_4271364.1,3,Homo sapiens
AP_5462204.1,4,Homo sapiens
NP_4297739.1,5,Homo sapiens
NP_3405742.1,3,Homo sapiens
ZP_1570851.1,4,Homo sapiens
XP_3036598.1,2,Homo sapiens
WP_4586745.1,4,Homo sapiens
WP_6674922.1,2,Homo sapiens
ZP_9940119.1,2,Homo sapiens
NP_9106727.1,6,Homo sapiens
AP_3615530.1,7,Homo sapiens
AP_741462.1,4,Homo sapiens
XP_2427089.1,11,Homo sapiens
XP_5606761.1,3,Homo sapiens
WP_6072872.1,3,Homo sapiens
WP_7171422.1,1,Homo sapiens
ZP_5059691.1,1,Homo sapiens
WP_9251398.1,5,Homo sapiens
XP_6316631.1,4,Homo sapiens
ZP_1320682.1,3,Homo sapiens
RP_5105332.1,6,Homo sapiens
NP_2995018.1,4,Homo sapiens
RP_6920399.1,2,Homo sapiens
XP_5651252.1,3,Homo sapiens
ZP_5679123.1,1,Homo sapiens
ZP_1074303.1,5,Homo sapiens
NP_5311276.1,6,Homo sapiens
AP_3353507.1,4,Homo sapiens
ZP_2976237.1,3,Homo sapiens
YP_6948120.1,3,Homo sapiens
WP_580674.1,1,Homo sapiens
AP_4847924.1,2,Homo sapiens
NP_8011057.1,3,Homo sapiens
YP_3712914.1,1,Homo sapiens
YP_9564656.1,7,Homo sapiens
WP_1044353.1,4,Homo sapiens
XP_9539949.1,3,Homo sapiens
WP_5968555.1,6,Homo sapiens
AP_1821742.1,8,Homo sapiens
RP_3395453.1,6,Homo sapiens
ZP_8329840.1,3,Homo sapiens
XP_3212261.1,1,Homo sapiens
WP_4813297.1,3,Homo sapiens
AP_9469879.1,6,Homo sapiens
XP_6523841.1,7,Homo sapiens
RP_9480814.1,2,Homo sapiens
WP_8491893.1,3,Homo sapiens
XP_2757303.1,6,Homo sapiens
YP_9870296.1,2,Homo sapiens
WP_9591099.1,4,Homo sapiens
ZP_5546342.1,7,Homo sapiens
RP_8996161.1,5,Homo sapiens
WP_7906421.1,3,Homo sapiens
NP_2570562.1,4,Homo sapiens
ZP_3898057.1,8,Homo sapiens
ZP_5576049.1,4,Homo sapiens
XP_2002871.1,7,Homo sapiens
NP_8834837.1,4,Homo sapiens
AP_4857812.1,4,Homo sapiens
ZP_8568579.1,4,Homo sapiens
AP_4691901.1,4,Homo sapiens
RP_9804110.1,2,Homo sapiens
NP_6879617.1,4,Homo sapiens
RP_946462.1,2,Homo sapiens
ZP_3432006.1,4,Homo sapiens
XP_1719814.1,8,Homo sapiens
ZP_1602718.1,2,Homo sapiens
XP_2928340.1,3,Homo sapiens
NP_6796579.1,6,Homo sapiens
NP_1985190.1,2,Homo sapiens
XP_5191995.1,6,Homo sapiens
AP_5093899.1,7,Homo sapiens
RP_4222990.1,6,Homo sapiens
NP_9922090.1,3,Homo sapiens
WP_394358.1,7,Homo sapiens
RP_7694902.1,2,Homo sapiens
AP_2973798.1,5,Homo sapiens
XP_5070345.1,8,Homo sapiens
WP_9670361.1,1,Homo sapiens
YP_4795154.1,4,Homo sapiens
NP_5401288.1,6,Homo sapiens
AP_2443145.1,6,Homo sapiens
YP_5946899.1,6,Homo sapiens
XP_951563.1,7,Homo sapiens
YP_5460678.1,6,Homo sapiens
RP_8726510.1,5,Homo sapiens
WP_8227678.1,3,Homo sapiens
ZP_8971058.1,6,Homo sapiens
RP_5410074.1,3,Homo sapiens
RP_2759232.1,4,Homo sapiens
NP_1535986.1,1,Homo sapiens
